time_s,altitude_ft,airspeed_kts,vspeed_fpm,pitch_deg,roll_deg,heading_deg,throttle,rpm
205.39,400.1,58.5,-0,-0.04,-1.81,179.3,1.000,0
205.49,398.7,58.6,-0,-0.03,-1.90,179.3,1.000,0
205.59,397.4,58.6,-0,-0.02,-1.99,179.2,1.000,0
205.69,396.1,58.6,-0,-0.01,-2.07,179.1,1.000,0
205.79,394.7,58.6,-0,0.01,-2.14,179.0,1.000,0
205.89,393.4,58.6,-0,0.02,-2.22,178.9,1.000,0
205.99,392.1,58.6,-0,0.03,-2.28,178.9,1.000,0
206.09,390.8,58.6,-0,0.05,-2.34,178.8,1.000,0
206.19,389.4,58.6,-0,0.06,-2.40,178.7,1.000,0
206.29,388.1,58.7,-0,0.07,-2.45,178.6,1.000,0
206.39,386.8,58.7,-0,0.09,-2.50,178.5,1.000,0
206.49,385.5,58.7,-0,0.10,-2.54,178.4,1.000,0
206.59,384.2,58.7,-0,0.12,-2.57,178.3,1.000,0
206.69,382.9,58.7,-0,0.13,-2.60,178.2,1.000,0
206.79,381.6,58.7,-0,0.15,-2.62,178.1,1.000,0
206.89,380.3,58.7,-0,0.17,-2.64,177.9,1.000,0
206.99,379.0,58.7,-0,0.18,-2.65,177.8,1.000,0
207.09,377.7,58.7,-0,0.20,-2.66,177.7,1.000,0
207.19,376.4,58.7,-0,0.21,-2.66,177.6,1.000,0
207.29,375.1,58.7,-0,0.23,-2.66,177.5,1.000,0
207.39,373.8,58.7,-0,0.25,-2.64,177.4,1.000,0
207.49,372.5,58.7,-0,0.27,-2.63,177.3,1.000,0
207.59,371.2,58.8,-0,0.28,-2.61,177.2,1.000,0
207.69,370.0,58.8,-0,0.30,-2.58,177.1,1.000,0
207.79,368.7,58.8,-0,0.32,-2.55,177.0,1.000,0
207.89,367.4,58.8,-0,0.34,-2.51,176.9,1.000,0
207.99,366.2,58.8,-0,0.35,-2.47,176.8,1.000,0
208.09,364.9,58.8,-0,0.37,-2.42,176.7,1.000,0
208.19,363.6,58.8,-0,0.39,-2.37,176.6,1.000,0
208.29,362.4,58.8,-0,0.41,-2.31,176.5,1.000,0
208.39,361.1,58.8,-0,0.43,-2.25,176.4,1.000,0
208.49,359.9,58.8,-0,0.45,-2.19,176.3,1.000,0
208.59,358.6,58.8,-0,0.47,-2.12,176.2,1.000,0
208.69,357.4,58.8,-0,0.49,-2.04,176.1,1.000,0
208.79,356.2,58.8,-0,0.51,-1.96,176.0,1.000,0
208.89,354.9,58.7,-0,0.53,-1.88,175.9,1.000,0
208.99,353.7,58.7,-0,0.55,-1.79,175.9,1.000,0
209.09,352.5,58.7,-0,0.58,-1.70,175.8,1.000,0
209.19,351.2,58.7,-0,0.60,-1.61,175.7,1.000,0
209.29,350.0,58.7,-0,0.62,-1.52,175.6,1.000,0
209.39,348.8,58.7,-0,0.64,-1.42,175.6,1.000,0
209.49,347.6,58.7,-0,0.66,-1.31,175.5,1.000,0
209.59,346.4,58.7,-0,0.68,-1.21,175.5,1.000,0
209.69,345.2,58.7,-0,0.70,-1.10,175.4,1.000,0
209.79,344.0,58.7,-0,0.72,-1.00,175.4,1.000,0
209.89,342.8,58.7,-0,0.73,-0.89,175.3,1.000,0
209.99,341.6,58.6,-0,0.75,-0.78,175.3,1.000,0
210.09,340.4,58.6,-0,0.77,-0.66,175.2,1.000,0
210.19,339.2,58.6,-0,0.79,-0.55,175.2,1.000,0
210.29,338.0,58.6,-0,0.80,-0.44,175.2,1.000,0
210.39,336.8,58.6,-0,0.82,-0.32,175.2,1.000,0
210.49,335.6,58.6,-0,0.84,-0.21,175.1,1.000,0
210.59,334.4,58.6,-0,0.85,-0.09,175.1,1.000,0
210.69,333.3,58.5,-0,0.86,0.03,175.1,1.000,0
210.79,332.1,58.5,-0,0.88,0.14,175.1,1.000,0
210.89,330.9,58.5,-0,0.89,0.25,175.1,1.000,0
210.99,329.7,58.5,-0,0.90,0.37,175.1,1.000,0
211.09,328.6,58.5,-0,0.91,0.48,175.1,1.000,0
211.19,327.4,58.5,-0,0.92,0.59,175.1,1.000,0
211.29,326.2,58.4,-0,0.93,0.70,175.2,1.000,0
211.39,325.0,58.4,-0,0.94,0.81,175.2,1.000,0
211.49,323.9,58.4,-0,0.95,0.91,175.2,1.000,0
211.59,322.7,58.4,-0,0.95,1.02,175.2,1.000,0
211.69,321.6,58.4,-0,0.96,1.12,175.3,1.000,0
211.79,320.4,58.3,-0,0.96,1.22,175.3,1.000,0
211.89,319.2,58.3,-0,0.96,1.31,175.4,1.000,0
211.99,318.1,58.3,-0,0.96,1.41,175.4,1.000,0
212.09,316.9,58.3,-0,0.96,1.50,175.5,1.000,0
212.19,315.7,58.3,-0,0.96,1.58,175.5,1.000,0
212.29,314.6,58.3,-0,0.96,1.67,175.6,1.000,0
212.39,313.4,58.2,-0,0.96,1.75,175.6,1.000,0
212.49,312.2,58.2,-0,0.95,1.82,175.7,1.000,0
212.59,311.1,58.2,-0,0.95,1.89,175.8,1.000,0
212.69,309.9,58.2,-0,0.94,1.96,175.8,1.000,0
212.79,308.8,58.2,-0,0.94,2.03,175.9,1.000,0
212.89,307.6,58.2,-0,0.93,2.09,176.0,1.000,0
212.99,306.4,58.2,-0,0.92,2.14,176.1,1.000,0
213.09,305.3,58.1,-0,0.91,2.19,176.1,1.000,0
213.19,304.1,58.1,-0,0.90,2.24,176.2,1.000,0
213.29,302.9,58.1,-0,0.89,2.28,176.3,1.000,0
213.39,301.7,58.1,-0,0.87,2.32,176.4,1.000,0
213.49,300.6,58.1,-0,0.86,2.35,176.5,1.000,0
213.59,299.4,58.1,-0,0.85,2.38,176.6,1.000,0
213.69,298.2,58.1,-0,0.83,2.40,176.7,1.000,0
213.79,297.0,58.1,-0,0.82,2.42,176.8,1.000,0
213.89,295.8,58.0,-0,0.80,2.43,176.8,1.000,0
213.99,294.6,58.0,-0,0.78,2.44,176.9,1.000,0
214.09,293.4,58.0,-0,0.76,2.45,177.0,1.000,0
214.19,292.3,58.0,-0,0.75,2.44,177.1,1.000,0
214.29,291.1,58.0,-0,0.73,2.44,177.2,1.000,0
214.39,289.9,58.0,-0,0.71,2.43,177.3,1.000,0
214.49,288.7,58.0,-0,0.69,2.41,177.4,1.000,0
214.59,287.4,58.0,-0,0.67,2.39,177.5,1.000,0
214.69,286.2,58.0,-0,0.65,2.37,177.6,1.000,0
214.79,285.0,58.0,-0,0.63,2.34,177.7,1.000,0
214.89,283.8,58.0,-0,0.61,2.31,177.8,1.000,0
214.99,282.6,58.0,-0,0.59,2.27,177.9,1.000,0
215.09,281.4,58.0,-0,0.57,2.23,178.0,1.000,0
215.19,280.1,58.0,-0,0.55,2.18,178.0,1.000,0
215.29,278.9,58.0,-0,0.53,2.13,178.1,1.000,0
215.39,277.7,58.0,-0,0.51,2.08,178.2,1.000,0
215.49,276.5,58.0,-0,0.49,2.02,178.3,1.000,0
215.59,275.2,58.0,-0,0.47,1.95,178.4,1.000,0
215.69,274.0,58.0,-0,0.45,1.89,178.4,1.000,0
215.79,272.7,58.0,-0,0.43,1.82,178.5,1.000,0
215.89,271.5,58.0,-0,0.41,1.75,178.6,1.000,0
215.99,270.2,58.0,-0,0.39,1.67,178.7,1.000,0
216.09,269.0,58.0,-0,0.37,1.59,178.7,1.000,0
216.19,267.7,58.0,-0,0.35,1.51,178.8,1.000,0
216.29,266.5,58.1,-0,0.33,1.43,178.8,1.000,0
216.39,265.2,58.1,-0,0.32,1.34,178.9,1.000,0
216.49,263.9,58.1,-0,0.30,1.25,178.9,1.000,0
216.59,262.7,58.1,-0,0.29,1.16,179.0,1.000,0
216.69,261.4,58.1,-0,0.27,1.07,179.0,1.000,0
216.79,260.1,58.1,-0,0.26,0.98,179.1,1.000,0
216.89,258.8,58.1,-0,0.25,0.88,179.1,1.000,0
216.99,257.6,58.1,-0,0.23,0.78,179.2,1.000,0
217.09,256.3,58.1,-0,0.22,0.69,179.2,1.000,0
217.19,255.0,58.1,-0,0.21,0.59,179.2,1.000,0
217.29,253.7,58.2,-0,0.20,0.49,179.2,1.000,0
217.39,252.4,58.2,-0,0.19,0.39,179.3,1.000,0
217.49,251.2,58.2,-0,0.19,0.29,179.3,1.000,0
217.59,249.9,58.2,-0,0.18,0.19,179.3,1.000,0
217.69,248.6,58.2,-0,0.17,0.09,179.3,1.000,0
217.79,247.3,58.2,-0,0.16,-0.01,179.3,1.000,0
217.89,246.0,58.2,-0,0.16,-0.11,179.3,1.000,0
217.99,244.7,58.2,-0,0.15,-0.21,179.3,1.000,0
218.09,243.4,58.2,-0,0.15,-0.31,179.3,1.000,0
218.19,242.1,58.3,-0,0.15,-0.41,179.3,1.000,0
218.29,240.8,58.3,-0,0.14,-0.50,179.2,1.000,0
218.39,239.5,58.3,-0,0.14,-0.60,179.2,1.000,0
218.49,238.2,58.3,-0,0.14,-0.69,179.2,1.000,0
218.59,236.9,58.3,-0,0.14,-0.78,179.2,1.000,0
218.69,235.6,58.3,-0,0.14,-0.87,179.1,1.000,0
218.79,234.3,58.3,-0,0.14,-0.95,179.1,1.000,0
218.89,233.0,58.3,-0,0.14,-1.04,179.1,1.000,0
218.99,231.7,58.4,-0,0.14,-1.12,179.0,1.000,0
219.09,230.4,58.4,-0,0.14,-1.19,179.0,1.000,0
219.19,229.1,58.4,-0,0.14,-1.27,178.9,1.000,0
219.29,227.8,58.4,-0,0.14,-1.34,178.9,1.000,0
219.39,226.5,58.4,-0,0.15,-1.41,178.8,1.000,0
219.49,225.2,58.4,-0,0.15,-1.48,178.8,1.000,0
219.59,223.9,58.4,-0,0.15,-1.54,178.7,1.000,0
219.69,222.6,58.4,-0,0.16,-1.60,178.6,1.000,0
219.79,221.3,58.4,-0,0.16,-1.65,178.6,1.000,0
219.89,220.0,58.4,-0,0.16,-1.71,178.5,1.000,0
219.99,218.8,58.5,-0,0.17,-1.75,178.4,1.000,0
220.09,217.5,58.5,-0,0.17,-1.80,178.4,1.000,0
220.19,216.2,58.5,-0,0.18,-1.84,178.3,1.000,0
220.29,214.9,58.5,-0,0.19,-1.87,178.2,1.000,0
220.39,213.6,58.5,-0,0.19,-1.91,178.1,1.000,0
220.49,212.3,58.5,-0,0.20,-1.93,178.1,1.000,0
220.59,211.0,58.5,-0,0.21,-1.96,178.0,1.000,0
220.69,209.7,58.5,-0,0.21,-1.98,177.9,1.000,0
220.79,208.4,58.5,-0,0.22,-1.99,177.8,1.000,0
220.89,207.2,58.5,-0,0.23,-2.00,177.7,1.000,0
220.99,205.9,58.5,-0,0.24,-2.01,177.7,1.000,0
221.09,204.6,58.6,-0,0.25,-2.01,177.6,1.000,0
221.19,203.3,58.6,-0,0.25,-2.01,177.5,1.000,0
221.29,202.0,58.6,-0,0.26,-2.00,177.4,1.000,0
221.39,200.8,58.6,-0,0.27,-1.99,177.3,1.000,0
221.49,199.5,58.6,-0,0.28,-1.98,177.3,1.000,0
221.59,198.2,58.6,-0,0.29,-1.96,177.2,1.000,0
221.69,196.9,58.6,-0,0.30,-1.94,177.1,1.000,0
221.79,195.7,58.6,-0,0.31,-1.91,177.0,1.000,0
221.89,194.4,58.6,-0,0.32,-1.88,176.9,1.000,0
221.99,193.1,58.6,-0,0.33,-1.85,176.8,1.000,0
222.09,191.9,58.6,-0,0.35,-1.81,176.8,1.000,0
222.19,190.6,58.6,-0,0.36,-1.76,176.7,1.000,0
222.29,189.4,58.6,-0,0.37,-1.72,176.6,1.000,0
222.39,188.1,58.6,-0,0.38,-1.67,176.6,1.000,0
222.49,186.8,58.6,-0,0.40,-1.62,176.5,1.000,0
222.59,185.6,58.6,-0,0.41,-1.56,176.4,1.000,0
222.69,184.3,58.6,-0,0.43,-1.50,176.3,1.000,0
222.79,183.1,58.6,-0,0.44,-1.44,176.3,1.000,0
222.89,181.9,58.6,-0,0.45,-1.38,176.2,1.000,0
222.99,180.6,58.6,-0,0.47,-1.31,176.2,1.000,0
223.09,179.4,58.6,-0,0.48,-1.24,176.1,1.000,0
223.19,178.1,58.6,-0,0.50,-1.17,176.1,1.000,0
223.29,176.9,58.6,-0,0.51,-1.09,176.0,1.000,0
223.39,175.7,58.6,-0,0.53,-1.02,176.0,1.000,0
223.49,174.4,58.6,-0,0.54,-0.94,175.9,1.000,0
223.59,173.2,58.6,-0,0.55,-0.86,175.9,1.000,0
223.69,172.0,58.6,-0,0.57,-0.78,175.8,1.000,0
223.79,170.8,58.6,-0,0.58,-0.69,175.8,1.000,0
223.89,169.5,58.6,-0,0.60,-0.61,175.8,1.000,0
223.99,168.3,58.6,-0,0.61,-0.52,175.7,1.000,0
224.09,167.1,58.6,-0,0.62,-0.44,175.7,1.000,0
224.19,165.9,58.5,-0,0.64,-0.35,175.7,1.000,0
224.29,164.7,58.5,-0,0.65,-0.26,175.7,1.000,0
224.39,163.5,58.5,-0,0.66,-0.17,175.7,1.000,0
224.49,162.3,58.5,-0,0.67,-0.08,175.6,1.000,0
224.59,161.0,58.5,-0,0.68,0.00,175.6,1.000,0
224.69,159.8,58.5,-0,0.70,0.09,175.6,1.000,0
224.79,158.6,58.5,-0,0.71,0.18,175.6,1.000,0
224.89,157.4,58.5,-0,0.72,0.27,175.6,1.000,0
224.99,156.2,58.5,-0,0.73,0.35,175.6,1.000,0
225.09,155.0,58.5,-0,0.73,0.44,175.7,1.000,0
225.19,153.8,58.5,-0,0.74,0.52,175.7,1.000,0
225.29,152.6,58.4,-0,0.75,0.60,175.7,1.000,0
225.39,151.5,58.4,-0,0.76,0.69,175.7,1.000,0
225.49,150.3,58.4,-0,0.77,0.77,175.7,1.000,0
225.59,149.1,58.4,-0,0.77,0.84,175.7,1.000,0
225.69,147.9,58.4,-0,0.78,0.92,175.8,1.000,0
225.79,146.7,58.4,-0,0.78,0.99,175.8,1.000,0
225.89,145.5,58.4,-0,0.78,1.07,175.8,1.000,0
225.99,144.3,58.4,-0,0.79,1.14,175.9,1.000,0
226.09,143.1,58.3,-0,0.79,1.20,175.9,1.000,0
226.19,141.9,58.3,-0,0.79,1.27,176.0,1.000,0
226.29,140.7,58.3,-0,0.79,1.33,176.0,1.000,0
226.39,139.6,58.3,-0,0.79,1.39,176.1,1.000,0
226.49,138.4,58.3,-0,0.79,1.45,176.1,1.000,0
226.59,137.2,58.3,-0,0.79,1.50,176.2,1.000,0
226.69,136.0,58.3,-0,0.79,1.55,176.2,1.000,0
226.79,134.8,58.3,-0,0.79,1.60,176.3,1.000,0
226.89,133.6,58.3,-0,0.78,1.64,176.3,1.000,0
226.99,132.4,58.3,-0,0.78,1.68,176.4,1.000,0
227.09,131.2,58.2,-0,0.78,1.72,176.5,1.000,0
227.19,130.1,58.2,-0,0.77,1.75,176.5,1.000,0
227.29,128.9,58.2,-0,0.77,1.78,176.6,1.000,0
227.39,127.7,58.2,-0,0.76,1.81,176.7,1.000,0
227.49,126.5,58.2,-0,0.75,1.83,176.7,1.000,0
227.59,125.3,58.2,-0,0.74,1.85,176.8,1.000,0
227.69,124.1,58.2,-0,0.74,1.86,176.9,1.000,0
227.79,122.9,58.2,-0,0.73,1.88,176.9,1.000,0
227.89,121.7,58.2,-0,0.72,1.88,177.0,1.000,0
227.99,120.5,58.2,-0,0.71,1.89,177.1,1.000,0
228.09,119.3,58.2,-0,0.70,1.89,177.2,1.000,0
228.19,118.1,58.2,-0,0.69,1.89,177.2,1.000,0
228.29,116.9,58.2,-0,0.68,1.88,177.3,1.000,0
228.39,115.7,58.1,-0,0.67,1.87,177.4,1.000,0
228.49,114.5,58.1,-0,0.65,1.85,177.4,1.000,0
228.59,113.3,58.1,-0,0.64,1.84,177.5,1.000,0
228.69,112.1,58.1,-0,0.63,1.82,177.6,1.000,0
228.79,110.8,58.1,-0,0.62,1.79,177.6,1.000,0
228.89,109.6,58.1,-0,0.61,1.76,177.7,1.000,0
228.99,108.4,58.1,-0,0.59,1.73,177.8,1.000,0
229.09,107.2,58.1,-0,0.58,1.70,177.9,1.000,0
229.19,106.0,58.1,-0,0.57,1.66,177.9,1.000,0
229.29,104.8,58.1,-0,0.55,1.62,178.0,1.000,0
229.39,103.5,58.1,-0,0.54,1.58,178.0,1.000,0
229.49,102.3,58.1,-0,0.53,1.53,178.1,1.000,0
229.59,101.1,58.1,-0,0.52,1.48,178.2,1.000,0
229.69,99.8,58.1,-0,0.50,1.43,178.2,1.000,0
229.79,98.6,58.1,-0,0.49,1.37,178.3,1.000,0
229.89,97.4,58.1,-0,0.48,1.32,178.3,1.000,0
229.99,96.1,58.1,-0,0.47,1.26,178.4,1.000,0
230.09,94.9,58.1,-0,0.45,1.19,178.4,1.000,0
230.19,93.7,58.1,-0,0.44,1.13,178.5,1.000,0
230.29,92.4,58.2,-0,0.43,1.07,178.5,1.000,0
230.39,91.2,58.2,-0,0.42,1.00,178.6,1.000,0
230.49,89.9,58.2,-0,0.41,0.93,178.6,1.000,0
230.59,88.7,58.2,-0,0.40,0.86,178.6,1.000,0
230.69,87.4,58.2,-0,0.39,0.79,178.7,1.000,0
230.79,86.2,58.2,-0,0.38,0.71,178.7,1.000,0
230.89,84.9,58.2,-0,0.37,0.64,178.7,1.000,0
230.99,83.7,58.2,-0,0.36,0.57,178.7,1.000,0
231.09,82.4,58.2,-0,0.35,0.49,178.8,1.000,0
231.19,81.2,58.2,-0,0.34,0.41,178.8,1.000,0
231.29,79.9,58.2,-0,0.34,0.34,178.8,1.000,0
231.39,78.6,58.2,-0,0.33,0.26,178.8,1.000,0
231.49,77.4,58.2,-0,0.32,0.18,178.8,1.000,0
231.59,76.1,58.2,-0,0.32,0.11,178.8,1.000,0
231.69,74.9,58.2,-0,0.31,0.03,178.8,1.000,0
231.79,73.6,58.2,-0,0.31,-0.05,178.8,1.000,0
231.89,72.3,58.3,-0,0.30,-0.12,178.8,1.000,0
231.99,71.1,58.3,-0,0.30,-0.20,178.8,1.000,0
232.09,69.8,58.3,-0,0.30,-0.27,178.8,1.000,0
232.19,68.5,58.3,-0,0.29,-0.35,178.8,1.000,0
232.29,67.3,58.3,-0,0.29,-0.42,178.8,1.000,0
232.39,66.0,58.3,-0,0.29,-0.49,178.8,1.000,0
232.49,64.7,58.3,-0,0.28,-0.56,178.7,1.000,0
232.59,63.5,58.3,-0,0.28,-0.63,178.7,1.000,0
232.69,62.2,58.3,-0,0.28,-0.69,178.7,1.000,0
232.79,60.9,58.3,-0,0.28,-0.76,178.7,1.000,0
232.89,59.6,58.3,-0,0.28,-0.82,178.6,1.000,0
232.99,58.4,58.3,-0,0.28,-0.88,178.6,1.000,0
233.09,57.1,58.3,-0,0.28,-0.94,178.6,1.000,0
233.19,55.8,58.3,-0,0.28,-1.00,178.5,1.000,0
233.29,54.6,58.4,-0,0.28,-1.05,178.5,1.000,0
233.39,53.3,58.4,-0,0.28,-1.10,178.4,1.000,0
233.49,52.0,58.4,-0,0.28,-1.15,178.4,1.000,0
233.59,50.8,58.4,-0,0.28,-1.20,178.4,1.000,0
233.69,49.5,58.4,-0,0.28,-1.24,178.3,1.000,0
233.79,48.2,58.4,-0,0.28,-1.28,178.3,1.000,0
233.89,46.9,58.4,-0,0.29,-1.32,178.2,1.000,0
233.99,45.7,58.4,-0,0.29,-1.35,178.1,1.000,0
234.09,44.4,58.4,-0,0.29,-1.38,178.1,1.000,0
234.19,43.1,58.4,-0,0.29,-1.41,178.0,1.000,0
234.29,41.9,58.4,-0,0.30,-1.44,178.0,1.000,0
234.39,40.6,58.4,-0,0.30,-1.46,177.9,1.000,0
234.49,39.3,58.4,-0,0.30,-1.48,177.9,1.000,0
234.59,38.1,58.4,-0,0.31,-1.50,177.8,1.000,0
234.69,36.8,58.4,-0,0.31,-1.51,177.7,1.000,0
234.79,35.5,58.5,-0,0.32,-1.52,177.7,1.000,0
234.89,34.3,58.5,-0,0.32,-1.52,177.6,1.000,0
234.99,33.0,58.5,-0,0.33,-1.53,177.5,1.000,0
235.09,31.8,58.5,-0,0.33,-1.53,177.5,1.000,0
235.19,30.5,58.5,-0,0.34,-1.52,177.4,1.000,0
235.29,29.2,58.5,-0,0.35,-1.52,177.4,1.000,0
235.39,28.0,58.5,-0,0.35,-1.51,177.3,1.000,0
235.49,26.7,58.5,-0,0.36,-1.49,177.2,1.000,0
235.59,25.5,58.5,-0,0.38,-1.48,177.2,1.000,0
235.69,24.2,58.5,-0,0.39,-1.46,177.1,1.000,0
235.79,23.0,58.5,-0,0.40,-1.44,177.0,1.000,0
235.89,21.7,58.5,-0,0.41,-1.41,177.0,1.000,0
235.99,20.5,58.5,-0,0.43,-1.39,176.9,1.000,0
236.09,19.3,58.5,-0,0.44,-1.36,176.9,1.000,0
236.19,18.0,58.5,-0,0.46,-1.32,176.8,1.000,0
236.29,16.8,58.5,-0,0.47,-1.29,176.7,1.000,0
236.39,15.6,58.5,-0,0.49,-1.25,176.7,1.000,0
236.49,14.4,58.6,-0,0.51,-1.21,176.6,1.000,0
236.59,13.2,58.6,-0,0.53,-1.17,176.6,1.000,0
236.69,12.0,58.6,-0,0.55,-1.12,176.5,1.000,0
236.79,10.8,58.6,-0,0.59,-1.08,176.5,1.000,0
236.89,9.6,58.6,-0,0.63,-1.03,176.4,1.000,0
236.99,8.5,58.6,-0,0.68,-0.98,176.4,1.000,0
237.09,7.3,58.7,-0,0.73,-0.93,176.3,1.000,0
237.19,6.2,58.7,-0,0.78,-0.88,176.3,1.000,0
237.29,5.1,58.7,-0,0.84,-0.83,176.2,1.000,0
237.39,4.3,58.2,-0,1.74,-0.44,176.2,1.000,0
237.49,4.3,58.1,-0,3.08,-0.18,176.1,1.000,0
237.59,4.4,57.9,-0,4.24,-0.10,176.0,1.000,0
237.69,4.4,57.8,-0,5.28,-0.05,176.0,1.000,0
237.79,4.5,57.6,-0,6.19,-0.02,176.0,1.000,0
237.89,4.5,57.5,-0,6.96,0.00,176.0,1.000,0
237.99,4.5,57.3,-0,7.56,0.02,175.9,1.000,0
238.09,4.6,57.1,-0,7.99,0.05,175.9,1.000,0
238.19,4.6,56.9,-0,8.25,0.08,175.9,1.000,0
238.29,4.7,56.7,-0,8.36,0.12,175.9,1.000,0
238.39,4.8,56.5,-0,8.37,0.16,175.9,1.000,0
238.49,4.9,56.3,-0,8.31,0.20,175.9,1.000,0
238.59,4.9,56.2,-0,8.21,0.24,175.9,1.000,0
238.69,5.0,56.0,-0,8.09,0.28,175.9,1.000,0
238.79,5.1,55.8,-0,7.98,0.33,175.9,1.000,0
238.89,5.2,55.6,-0,7.86,0.37,175.9,1.000,0
238.99,5.2,55.4,-0,7.75,0.42,175.9,1.000,0
239.09,5.3,55.2,-0,7.64,0.47,175.9,1.000,0
239.19,5.3,55.1,-0,7.54,0.52,175.9,1.000,0
239.29,5.3,54.9,-0,7.43,0.56,176.0,1.000,0
239.39,5.2,54.7,-0,7.32,0.61,176.0,1.000,0
239.49,5.2,54.6,-0,7.20,0.65,176.0,1.000,0
239.59,5.1,54.4,-0,7.08,0.70,176.0,1.000,0
239.69,5.0,54.3,-0,6.94,0.74,176.1,1.000,0
239.79,4.9,54.1,-0,6.79,0.78,176.1,1.000,0
239.89,4.7,54.0,-0,6.63,0.82,176.1,1.000,0
239.99,4.6,53.9,-0,6.45,0.83,176.1,1.000,0
